CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1960,300260129202200002,202200002,2022-06-08,1144,129,3,3,12,59,7,98,2022-06-07 04:51:37,2022-06-07 04:58:37,2022-06-08 06:31:54,13.452847,76.929085,Information was received regarding karnataka excise act violation during the day in the limits of Tiptur Police Station. The case has been taken up for detailed inquiry.
1961,100110101202400004,202400004,2024-07-21,932,101,1,1,1,2,5,41,2024-07-20 10:37:11,2024-07-20 11:16:11,2024-07-21 05:32:41,12.780912,74.988988,The complainant reported an act of attempt to murder occurring in the early morning in the area covered by Dakshina Kannada CEN Crime Police Station. Investigation is in progress to identify those responsible.
1962,100150147202400001,202400001,2024-10-07,1280,147,1,2,11,57,1,59,2024-10-05 06:28:26,2024-10-05 06:57:26,2024-10-07 00:48:01,13.197634,76.033169,"On the date of occurrence, late at night, an incident of non-fatal motor vehicle accident was reported within the jurisdiction of Hassan Rural Police Station. Preliminary inquiry has been initiated."
1963,50085202500001,202500001,2025-10-23,798,85,0,2,10,50,1,121,2025-10-22 12:59:53,2025-10-25 12:29:04,2025-10-23 10:10:25,13.088536,77.592748,Information was received regarding drug trafficking during the day in the limits of Bengaluru City CEN Crime Police Station. The case has been taken up for detailed inquiry.
1964,100030106202400010,202400010,2024-04-18,975,106,1,3,3,20,4,14,2024-04-17 17:24:15,2024-04-17 17:25:15,2024-04-18 17:58:48,15.708179,74.648886,Information was received regarding domestic violence in the evening in the limits of Khanapur Police Station. The case has been taken up for detailed inquiry.
1965,100060160202300002,202300002,2023-08-24,1379,160,1,2,11,56,2,27,2023-08-23 21:37:26,2023-08-23 22:06:26,2023-08-24 17:49:55,18.109773,77.488919,Information was received regarding fatal motor vehicle accident in the evening in the limits of Humnabad Police Station. The case has been taken up for detailed inquiry.
1966,100260129202400004,202400004,2024-12-01,1148,129,1,2,3,16,1,97,2024-11-30 13:06:02,2024-11-30 13:26:02,2024-12-01 07:21:16,13.452447,76.9306,The complainant reported an act of outraging modesty of woman occurring during the day in the area covered by Tiptur Police Station. Investigation is in progress to identify those responsible.
1967,100030104202300007,202300007,2023-08-14,961,104,1,2,2,10,2,10,2023-08-07 03:43:46,2023-08-07 03:45:46,2023-08-14 21:50:10,15.970205,74.409822,The complainant reported an act of robbery occurring in the evening in the area covered by Shahapur Police Station. Investigation is in progress to identify those responsible.
1968,100050083202100002,202100002,2021-09-29,788,83,1,2,9,43,6,20,2021-09-29 01:26:15,2021-09-29 01:49:15,2021-09-29 01:30:37,13.117933,77.533821,The complainant reported an act of online financial fraud occurring late at night in the area covered by Bengaluru City Traffic Police Station. Investigation is in progress to identify those responsible.
1969,100030108202600002,202600002,2026-07-18,986,108,1,3,3,20,1,14,2026-07-17 00:38:09,2026-07-17 00:51:09,2026-07-18 02:12:30,15.899974,74.432129,"A case of domestic violence came to notice late at night, and the matter was registered at Belagavi Women Police Station for further investigation as per procedure."
1970,800290155202500001,202500001,2025-02-14,1350,155,8,2,11,54,2,110,2025-02-13 10:02:06,2025-02-13 10:40:06,2025-02-14 18:59:11,16.844417,75.765073,The complainant reported an act of drunken driving occurring in the evening in the area covered by Vijayapura Rural Police Station. Investigation is in progress to identify those responsible.
1971,100110097202300018,202300018,2023-11-26,905,97,1,2,3,16,8,44,2023-11-26 03:06:37,2023-11-26 03:38:37,2023-11-26 03:32:17,13.058195,74.680882,Information was received regarding outraging modesty of woman late at night in the limits of Mangaluru West Police Station. The case has been taken up for detailed inquiry.
1972,300090182202100001,202100001,2021-10-28,1545,182,3,2,2,13,2,35,2021-10-28 08:36:05,2021-10-28 08:38:05,2021-10-28 11:23:33,13.335245,75.732991,Information was received regarding cheating (property) during the day in the limits of Chikkamagaluru Town Police Station. The case has been taken up for detailed inquiry.
1973,100030106202200007,202200007,2022-06-28,978,106,1,2,3,19,8,14,2022-06-26 22:40:13,2022-06-26 23:25:13,2022-06-28 13:50:25,15.687637,74.683283,"A case of sexual harassment came to notice during the day, and the matter was registered at Khanapur Police Station for further investigation as per procedure."
1974,100150148202300001,202300001,2023-06-10,1294,148,1,2,1,4,8,58,2023-06-08 14:07:12,2023-06-08 14:21:12,2023-06-10 06:54:01,12.955998,75.944882,"On the date of occurrence, during the day, an incident of grievous hurt was reported within the jurisdiction of Arsikere Police Station. Preliminary inquiry has been initiated."
1975,100150149202500003,202500003,2025-09-19,1298,149,1,3,2,9,2,58,2025-08-25 02:13:25,2025-08-25 02:45:25,2025-09-19 18:10:17,13.028581,75.873184,"A case of house-breaking / burglary came to notice in the evening, and the matter was registered at Hassan Women Police Station for further investigation as per procedure."
1976,400110097202200003,202200003,2022-08-06,899,97,4,2,9,43,4,41,2022-08-04 13:40:09,2022-08-04 13:55:09,2022-08-05 23:18:49,13.047874,74.692839,Information was received regarding online financial fraud late at night in the limits of Mangaluru West Police Station. The case has been taken up for detailed inquiry.
1977,100220093202300003,202300003,2023-07-12,863,93,1,3,9,46,7,82,2023-07-10 17:36:32,2023-07-10 18:16:32,2023-07-12 04:46:25,12.439828,76.689393,"On the date of occurrence, in the early morning, an incident of social media impersonation was reported within the jurisdiction of Mysuru CEN Crime Police Station. Preliminary inquiry has been initiated."
1978,100260129202500011,202500011,2025-10-24,1153,129,1,3,6,30,2,99,2025-10-23 09:17:25,2025-10-23 09:27:25,2025-10-24 21:42:53,13.45208,76.922145,The complainant reported an act of rioting occurring in the evening in the area covered by Tiptur Police Station. Investigation is in progress to identify those responsible.
1979,100250143202200001,202200001,2022-10-17,1253,143,1,4,12,63,6,94,2022-10-15 09:32:49,2022-10-15 09:41:49,2022-10-17 04:58:05,13.79087,75.634987,"On the date of occurrence, in the early morning, an incident of anti-ragging violation was reported within the jurisdiction of Shivamogga Rural Police Station. Preliminary inquiry has been initiated."
1980,100110098202100001,202100001,2021-07-18,911,98,1,3,9,44,2,42,2021-07-18 06:08:00,2021-07-18 06:38:00,2021-07-18 06:24:12,12.870636,74.697587,Information was received regarding cyberstalking in the early morning in the limits of Bantwal Rural Police Station. The case has been taken up for detailed inquiry.
1981,800110096202400001,202400001,2024-07-13,890,96,8,2,12,59,6,40,2024-07-12 15:57:44,2024-07-12 16:24:44,2024-07-13 22:42:52,12.699823,74.820733,"A case of karnataka excise act violation came to notice late at night, and the matter was registered at Mangaluru East Police Station for further investigation as per procedure."
1982,100030109202200004,202200004,2022-01-08,992,109,1,3,3,21,6,14,2022-01-06 23:12:27,2022-01-06 23:55:27,2022-01-08 00:13:46,15.672736,74.337713,The complainant reported an act of stalking occurring late at night in the area covered by Belagavi CEN Crime Police Station. Investigation is in progress to identify those responsible.
1983,100050077202400003,202400003,2024-05-23,730,77,1,2,2,13,6,19,2024-05-22 17:16:55,2024-05-22 17:42:55,2024-05-23 07:06:39,13.00315,77.791597,"A case of cheating (property) came to notice during the day, and the matter was registered at Yeshwanthpur Police Station for further investigation as per procedure."
1984,200110097202600001,202600001,2026-03-31,899,97,2,3,11,54,1,41,2026-03-31 06:43:44,2026-03-31 07:27:44,2026-03-31 15:03:17,13.054723,74.689353,"A case of drunken driving came to notice in the evening, and the matter was registered at Mangaluru West Police Station for further investigation as per procedure."
1985,700110096202500001,202500001,2025-05-04,888,96,7,1,1,6,3,42,2025-05-04 01:42:51,2025-05-04 01:45:51,2025-05-04 09:22:18,12.724802,74.851126,"A case of kidnapping & abduction came to notice during the day, and the matter was registered at Mangaluru East Police Station for further investigation as per procedure."
1986,300100167202500001,202500001,2025-03-07,1428,167,3,2,2,12,2,37,2025-03-06 17:10:15,2025-03-06 17:44:15,2025-03-07 05:43:34,14.047831,76.375687,Information was received regarding criminal breach of trust in the early morning in the limits of Chitradurga Rural Police Station. The case has been taken up for detailed inquiry.
1987,100220092202300008,202300008,2023-03-13,856,92,1,3,8,42,7,82,2023-03-13 08:18:00,2023-03-15 18:39:13,2023-03-13 11:06:56,12.479823,76.476383,"On the date of occurrence, during the day, an incident of chit fund fraud was reported within the jurisdiction of Mysuru Women Police Station. Preliminary inquiry has been initiated."
1988,100050075202100001,202100001,2021-03-17,710,75,1,3,11,55,7,19,2021-03-04 00:25:38,2021-03-04 00:28:38,2021-03-17 19:48:36,13.076712,77.48825,"On the date of occurrence, late at night, an incident of hit and run was reported within the jurisdiction of Jayanagar Police Station. Preliminary inquiry has been initiated."
1989,100130118202200002,202200002,2022-11-12,1060,118,1,2,2,10,6,51,2022-11-12 01:06:18,2022-11-13 15:18:34,2022-11-12 14:30:42,15.413824,75.12824,Information was received regarding robbery during the day in the limits of Hubballi Old City Police Station. The case has been taken up for detailed inquiry.
1990,100030105202600006,202600006,2026-02-26,969,105,1,2,11,55,3,12,2026-02-26 07:19:13,2026-02-26 08:01:13,2026-02-26 17:21:32,15.929074,74.663032,"A case of hit and run came to notice in the evening, and the matter was registered at Tilakwadi Police Station for further investigation as per procedure."
1991,100220091202600002,202600002,2026-02-12,853,91,1,1,3,15,3,84,2026-02-10 05:21:24,2026-02-10 05:32:24,2026-02-12 01:23:44,12.237611,76.520708,"On the date of occurrence, late at night, an incident of rape was reported within the jurisdiction of Mysuru Traffic Police Station. Preliminary inquiry has been initiated."
1992,100220093202300004,202300004,2023-02-14,864,93,1,1,3,17,7,84,2023-02-13 15:54:50,2023-02-13 16:10:50,2023-02-14 03:50:53,12.419426,76.677681,The complainant reported an act of dowry death occurring in the early morning in the area covered by Mysuru CEN Crime Police Station. Investigation is in progress to identify those responsible.
1993,800230165202200001,202200001,2022-09-08,1414,165,8,4,6,32,3,90,2022-09-06 21:42:48,2022-09-06 21:45:48,2022-09-08 19:10:35,16.148999,77.192943,"On the date of occurrence, in the evening, an incident of affray was reported within the jurisdiction of Raichur Women Police Station. Preliminary inquiry has been initiated."
1994,100190190202100002,202100002,2021-09-27,1614,190,1,3,9,47,6,75,2021-09-26 13:30:26,2021-09-26 14:01:26,2021-09-27 08:53:06,13.022145,78.04534,"On the date of occurrence, during the day, an incident of otp / upi fraud was reported within the jurisdiction of Kolar Town Police Station. Preliminary inquiry has been initiated."
1995,100080180202400001,202400001,2024-10-22,1525,180,1,2,2,13,5,31,2024-10-22 14:43:14,2024-10-22 15:20:14,2024-10-22 14:47:05,13.513935,77.76739,The complainant reported an act of cheating (property) occurring during the day in the area covered by Chikballapur Town Police Station. Investigation is in progress to identify those responsible.
1996,900110095202300001,202300001,2023-07-26,884,95,9,3,8,38,7,40,2023-07-25 09:55:32,2023-07-27 18:34:48,2023-07-26 08:07:17,12.978114,74.664731,"On the date of occurrence, during the day, an incident of financial cheating & fraud was reported within the jurisdiction of Mangaluru South Police Station. Preliminary inquiry has been initiated."
1997,100110099202300004,202300004,2023-03-08,920,99,1,2,11,56,6,42,2023-03-07 15:47:15,2023-03-07 16:30:15,2023-03-08 08:53:36,12.825155,74.643943,Information was received regarding fatal motor vehicle accident during the day in the limits of Dakshina Kannada Traffic Police Station. The case has been taken up for detailed inquiry.
1998,100220086202400005,202400005,2024-05-07,804,86,1,2,2,14,8,83,2024-05-05 22:08:37,2024-05-05 22:17:37,2024-05-07 12:21:49,12.252804,76.549451,"A case of mischief / criminal damage came to notice during the day, and the matter was registered at Devaraja Police Station for further investigation as per procedure."
1999,100030106202400011,202400011,2024-06-16,975,106,1,2,2,8,9,10,2024-06-16 09:17:19,2024-06-16 09:30:19,2024-06-16 10:47:53,15.678043,74.649793,"A case of theft came to notice during the day, and the matter was registered at Khanapur Police Station for further investigation as per procedure."
2000,100050084202400004,202400004,2024-04-07,790,84,1,3,5,29,9,20,2024-04-06 22:41:01,2024-04-06 23:13:01,2024-04-07 05:17:17,13.155635,77.604824,"On the date of occurrence, in the early morning, an incident of neglect / abandonment was reported within the jurisdiction of Bengaluru City Women Police Station. Preliminary inquiry has been initiated."
2001,100050083202300003,202300003,2023-11-14,787,83,1,3,11,57,10,21,2023-11-12 21:03:40,2023-11-12 21:27:40,2023-11-14 06:14:40,13.123293,77.509315,"On the date of occurrence, in the early morning, an incident of non-fatal motor vehicle accident was reported within the jurisdiction of Bengaluru City Traffic Police Station. Preliminary inquiry has been initiated."
